No.,Time,Source,Destination,Protocol,Length,Info,source_file,predicted_label
1,0.0,185.188.41.131,192.168.1.192,TCP,60,64532  >  51195 [ACK] Seq=1 Ack=1 Win=68 Len=0,test_loic.csv,botnet_http
2,0.007722,185.188.41.131,192.168.1.192,TLSv1.2,312,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",test_loic.csv,botnet_icmp
3,0.008846,185.188.41.131,192.168.1.192,TCP,60,64532  >  51199 [ACK] Seq=1 Ack=1 Win=68 Len=0,test_loic.csv,botnet_http
4,0.010763,185.188.41.131,192.168.1.192,TCP,60,64532  >  51199 [ACK] Seq=1 Ack=75 Win=68 Len=0,test_loic.csv,botnet_http
5,0.018418,185.188.41.131,192.168.1.192,TLSv1.2,165,Application Data,test_loic.csv,normal
6,0.020632,185.188.41.131,192.168.1.192,TLSv1.2,165,Application Data,test_loic.csv,normal
7,0.021381,185.188.41.131,192.168.1.192,TLSv1.2,482,Application Data,test_loic.csv,normal
8,0.042206,185.188.41.131,192.168.1.192,TLSv1.2,786,"Application Data, Application Data, Application Data",test_loic.csv,normal
9,0.043563,185.188.41.131,192.168.1.192,TLSv1.2,167,Application Data,test_loic.csv,normal
10,0.044882,192.168.1.192,185.188.41.131,TLSv1.2,128,Application Data,test_loic.csv,normal
11,0.059009,192.168.1.192,185.188.41.131,TCP,54,51200  >  64532 [ACK] Seq=1 Ack=259 Win=1024 Len=0,test_loic.csv,botnet_tcp
12,0.059011,192.168.1.192,185.188.41.131,TCP,54,51198  >  64532 [ACK] Seq=1 Ack=112 Win=1026 Len=0,test_loic.csv,botnet_tcp
13,0.074648,192.168.1.192,185.188.41.131,TCP,54,51194  >  64532 [ACK] Seq=1 Ack=112 Win=1024 Len=0,test_loic.csv,botnet_tcp
14,0.074648,192.168.1.192,185.188.41.131,TCP,54,51197  >  64532 [ACK] Seq=1 Ack=429 Win=1024 Len=0,test_loic.csv,botnet_tcp
15,0.084938,185.188.41.131,192.168.1.192,TLSv1.2,462,Application Data,test_loic.csv,normal
16,0.089854,192.168.1.192,185.188.41.131,TCP,54,51195  >  64532 [ACK] Seq=1 Ack=114 Win=1024 Len=0,test_loic.csv,botnet_tcp
17,0.090094,185.188.41.131,192.168.1.192,TCP,60,64532  >  51201 [ACK] Seq=733 Ack=75 Win=68 Len=0,test_loic.csv,botnet_http
18,0.102912,185.188.41.131,192.168.1.192,TLSv1.2,369,"Application Data, Application Data, Application Data, Application Data",test_loic.csv,normal
19,0.103141,192.168.1.192,185.188.41.131,TLSv1.2,92,Application Data,test_loic.csv,normal
20,0.105119,192.168.1.192,185.188.41.131,TLSv1.2,135,Application Data,test_loic.csv,normal
21,0.119514,185.188.41.131,192.168.1.192,TLSv1.2,168,"Application Data, Application Data",test_loic.csv,normal
22,0.122169,192.168.1.192,185.188.41.131,TLSv1.2,127,Application Data,test_loic.csv,normal
23,0.13218,185.188.41.131,192.168.1.192,TLSv1.2,488,Application Data,test_loic.csv,normal
24,0.136982,192.168.1.192,185.188.41.131,TCP,54,51152  >  64532 [ACK] Seq=1 Ack=409 Win=1022 Len=0,test_loic.csv,botnet_http
25,0.139958,185.188.41.131,192.168.1.192,TLSv1.2,299,"Application Data, Application Data",test_loic.csv,normal
26,0.143971,192.168.1.192,185.188.41.131,TLSv1.2,119,Application Data,test_loic.csv,normal
27,0.146927,185.188.41.131,192.168.1.192,TCP,60,64532  >  51200 [ACK] Seq=574 Ack=39 Win=68 Len=0,test_loic.csv,botnet_http
28,0.148944,185.188.41.131,192.168.1.192,TCP,60,64532  >  51200 [ACK] Seq=574 Ack=120 Win=68 Len=0,test_loic.csv,botnet_http
29,0.167076,185.188.41.131,192.168.1.192,TCP,60,64532  >  51197 [ACK] Seq=543 Ack=74 Win=68 Len=0,test_loic.csv,botnet_http
30,0.181541,185.188.41.131,192.168.1.192,TLSv1.2,92,Application Data,test_loic.csv,normal
31,0.183,192.168.1.192,185.188.41.131,TCP,54,51201  >  64532 [ACK] Seq=75 Ack=1167 Win=1026 Len=0,test_loic.csv,botnet_tcp
32,0.184713,192.168.1.192,185.188.41.131,TLSv1.2,126,Application Data,test_loic.csv,normal
33,0.188709,185.188.41.131,192.168.1.192,TCP,60,64532  >  51199 [ACK] Seq=246 Ack=140 Win=68 Len=0,test_loic.csv,botnet_slowloic
34,0.208455,185.188.41.131,192.168.1.192,TLSv1.2,515,Application Data,test_loic.csv,normal
35,0.22835,185.188.41.131,192.168.1.192,TLSv1.2,184,"Application Data, Application Data",test_loic.csv,normal
36,0.229089,185.188.41.131,192.168.1.192,TCP,60,64532  >  51152 [ACK] Seq=447 Ack=73 Win=68 Len=0,test_loic.csv,botnet_http
37,0.231652,185.188.41.131,192.168.1.192,TLSv1.2,268,Application Data,test_loic.csv,normal
38,0.233402,192.168.1.192,185.188.41.131,TLSv1.2,119,Application Data,test_loic.csv,normal
39,0.26241,192.168.1.192,185.188.41.131,TCP,54,51197  >  64532 [ACK] Seq=74 Ack=1004 Win=1022 Len=0,test_loic.csv,botnet_http
40,0.265617,185.188.41.131,192.168.1.192,TLSv1.2,261,"Application Data, Application Data",test_loic.csv,normal
41,0.272479,192.168.1.192,185.188.41.131,TLSv1.2,126,Application Data,test_loic.csv,normal
42,0.277908,192.168.1.192,185.188.41.131,TCP,54,51199  >  64532 [ACK] Seq=140 Ack=460 Win=1022 Len=0,test_loic.csv,normal
43,0.278745,185.188.41.131,192.168.1.192,TCP,60,64532  >  51201 [ACK] Seq=1297 Ack=140 Win=68 Len=0,test_loic.csv,botnet_slowloic
44,0.307715,185.188.41.131,192.168.1.192,TLSv1.2,168,"Application Data, Application Data",test_loic.csv,normal
45,0.31634,185.188.41.131,192.168.1.192,TCP,60,64532  >  51200 [ACK] Seq=781 Ack=192 Win=68 Len=0,test_loic.csv,botnet_slowloic
46,0.321734,185.188.41.131,192.168.1.192,TLSv1.2,519,Application Data,test_loic.csv,normal
47,0.322971,185.188.41.131,192.168.1.192,TLSv1.2,85,Application Data,test_loic.csv,normal
48,0.327594,192.168.1.192,185.188.41.131,TLSv1.2,127,Application Data,test_loic.csv,normal
49,0.35591,192.168.1.192,185.188.41.131,TCP,54,51197  >  64532 [ACK] Seq=74 Ack=1118 Win=1022 Len=0,test_loic.csv,botnet_http
50,0.356104,185.188.41.131,192.168.1.192,TLSv1.2,223,Application Data,test_loic.csv,normal
51,0.370965,192.168.1.192,185.188.41.131,TCP,54,51201  >  64532 [ACK] Seq=140 Ack=1762 Win=1024 Len=0,test_loic.csv,botnet_tcp
52,0.372375,185.188.41.131,192.168.1.192,TCP,60,64532  >  51199 [ACK] Seq=491 Ack=213 Win=68 Len=0,test_loic.csv,botnet_http
53,0.402313,192.168.1.192,185.188.41.131,TCP,54,51200  >  64532 [ACK] Seq=192 Ack=950 Win=1021 Len=0,test_loic.csv,botnet_http
54,0.411597,185.188.41.131,192.168.1.192,TLSv1.2,232,Application Data,test_loic.csv,normal
55,0.413611,192.168.1.192,185.188.41.131,TLSv1.2,128,Application Data,test_loic.csv,normal
56,0.414821,185.188.41.131,192.168.1.192,TLSv1.2,268,Application Data,test_loic.csv,normal
57,0.416156,185.188.41.131,192.168.1.192,TLSv1.2,184,"Application Data, Application Data",test_loic.csv,normal
58,0.417324,192.168.1.192,185.188.41.131,TLSv1.2,127,Application Data,test_loic.csv,normal
59,0.446266,185.188.41.131,192.168.1.192,TLSv1.2,92,Application Data,test_loic.csv,normal
60,0.448244,192.168.1.192,185.188.41.131,TLSv1.2,134,Application Data,test_loic.csv,normal
61,0.457142,185.188.41.131,192.168.1.192,TCP,60,64532  >  51196 [ACK] Seq=179 Ack=75 Win=68 Len=0,test_loic.csv,botnet_slowloic
62,0.462504,185.188.41.131,192.168.1.192,TCP,60,64532  >  51201 [ACK] Seq=1892 Ack=213 Win=68 Len=0,test_loic.csv,botnet_http
63,0.464006,192.168.1.192,185.188.41.131,TCP,54,51199  >  64532 [ACK] Seq=213 Ack=705 Win=1021 Len=0,test_loic.csv,botnet_http
64,0.492115,185.188.41.131,192.168.1.192,TCP,60,64532  >  51200 [ACK] Seq=988 Ack=272 Win=68 Len=0,test_loic.csv,botnet_slowloic
65,0.505349,185.188.41.131,192.168.1.192,TLSv1.2,587,"Application Data, Application Data",test_loic.csv,normal
66,0.508775,185.188.41.131,192.168.1.192,TLSv1.2,85,Application Data,test_loic.csv,normal
67,0.531839,185.188.41.131,192.168.1.192,TLSv1.2,223,Application Data,test_loic.csv,normal
68,0.556682,192.168.1.192,185.188.41.131,TCP,54,51199  >  64532 [ACK] Seq=213 Ack=736 Win=1021 Len=0,test_loic.csv,botnet_http
69,0.556723,192.168.1.192,185.188.41.131,TCP,54,51201  >  64532 [ACK] Seq=213 Ack=2425 Win=1021 Len=0,test_loic.csv,botnet_http
70,0.571726,192.168.1.192,185.188.41.131,TCP,54,51200  >  64532 [ACK] Seq=272 Ack=1157 Win=1026 Len=0,test_loic.csv,botnet_tcp
71,0.601928,185.188.41.131,192.168.1.192,TLSv1.2,85,Application Data,test_loic.csv,normal
72,0.615568,185.188.41.131,192.168.1.192,TLSv1.2,92,Application Data,test_loic.csv,normal
73,0.64955,192.168.1.192,185.188.41.131,TCP,54,51201  >  64532 [ACK] Seq=213 Ack=2456 Win=1021 Len=0,test_loic.csv,botnet_http
74,0.664843,192.168.1.192,185.188.41.131,TCP,54,51200  >  64532 [ACK] Seq=272 Ack=1195 Win=1026 Len=0,test_loic.csv,botnet_tcp
75,0.70113,185.188.41.131,192.168.1.192,TLSv1.2,165,Application Data,test_loic.csv,normal
76,0.706385,192.168.1.192,185.188.41.131,TLSv1.2,119,Application Data,test_loic.csv,normal
77,0.749845,185.188.41.131,192.168.1.192,TCP,60,64532  >  51196 [ACK] Seq=290 Ack=140 Win=68 Len=0,test_loic.csv,normal
78,0.759026,192.168.1.192,87.250.250.246,TCP,55,65089  >  443 [ACK] Seq=1 Ack=1 Win=1021 Len=1,test_loic.csv,botnet_http
79,0.795104,87.250.250.246,192.168.1.192,TCP,66,443  >  65089 [ACK] Seq=1 Ack=2 Win=166 Len=0 SLE=1 SRE=2,test_loic.csv,botnet_tcp
80,0.79641,185.188.41.131,192.168.1.192,TLSv1.2,165,Application Data,test_loic.csv,normal
81,0.800623,192.168.1.192,185.188.41.131,TLSv1.2,127,Application Data,test_loic.csv,normal
82,0.844242,185.188.41.131,192.168.1.192,TCP,60,64532  >  51196 [ACK] Seq=401 Ack=213 Win=68 Len=0,test_loic.csv,botnet_slowloic
83,0.899617,185.188.41.131,192.168.1.192,TLSv1.2,165,Application Data,test_loic.csv,normal
84,0.907329,185.188.41.131,192.168.1.192,TLSv1.2,500,"Application Data, Application Data",test_loic.csv,normal
85,0.913133,192.168.1.192,185.188.41.131,TLSv1.2,134,Application Data,test_loic.csv,normal
86,0.945043,192.168.1.192,185.188.41.131,TCP,54,51196  >  64532 [ACK] Seq=213 Ack=512 Win=1024 Len=0,test_loic.csv,botnet_tcp
87,0.957567,185.188.41.131,192.168.1.192,TCP,60,64532  >  51152 [ACK] Seq=893 Ack=153 Win=68 Len=0,test_loic.csv,botnet_slowloic
88,1.443198,192.168.1.192,87.250.250.246,TCP,55,59126  >  443 [ACK] Seq=1 Ack=1 Win=1022 Len=1,test_loic.csv,botnet_tcp
89,1.459137,192.168.1.192,5.255.230.18,TCP,55,50561  >  443 [ACK] Seq=1 Ack=1 Win=1021 Len=1,test_loic.csv,botnet_icmp
90,1.482844,87.250.250.246,192.168.1.192,TCP,66,443  >  59126 [ACK] Seq=1 Ack=2 Win=166 Len=0 SLE=1 SRE=2,test_loic.csv,botnet_tcp
91,1.498389,5.255.230.18,192.168.1.192,TCP,66,443  >  50561 [ACK] Seq=1 Ack=2 Win=166 Len=0 SLE=1 SRE=2,test_loic.csv,botnet_tcp
92,1.636648,185.188.41.131,192.168.1.192,TLSv1.2,500,"Application Data, Application Data",test_loic.csv,normal
93,1.679276,192.168.1.192,185.188.41.131,TCP,54,51152  >  64532 [ACK] Seq=153 Ack=1339 Win=1024 Len=0,test_loic.csv,botnet_tcp
94,1.941469,192.168.1.192,87.250.251.15,TCP,55,59132  >  443 [ACK] Seq=1 Ack=1 Win=1024 Len=1,test_loic.csv,botnet_tcp
95,1.979692,87.250.251.15,192.168.1.192,TCP,66,443  >  59132 [ACK] Seq=1 Ack=2 Win=166 Len=0 SLE=1 SRE=2,test_loic.csv,botnet_tcp
96,2.609658,192.168.1.192,155.133.252.68,TLSv1.2,108,Application Data,test_loic.csv,normal
97,2.665919,155.133.252.68,192.168.1.192,TCP,60,27019  >  57655 [ACK] Seq=1 Ack=55 Win=12445 Len=0,test_loic.csv,normal
98,2.826876,192.168.1.192,185.188.41.131,TCP,55,57877  >  64532 [ACK] Seq=1 Ack=1 Win=1023 Len=1,test_loic.csv,normal
99,2.869757,185.188.41.131,192.168.1.192,TCP,66,64532  >  57877 [ACK] Seq=1 Ack=2 Win=73 Len=0 SLE=1 SRE=2,test_loic.csv,normal
100,3.205719,192.168.1.192,185.188.41.131,TCP,66,51205  >  64532 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,test_loic.csv,botnet_slowloic
101,3.249815,185.188.41.131,192.168.1.192,TCP,66,"64532  >  51205 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1452 SACK_PERM WS=1024",test_loic.csv,botnet_slowloic
102,3.249979,192.168.1.192,185.188.41.131,TCP,54,51205  >  64532 [ACK] Seq=1 Ack=1 Win=262656 Len=0,test_loic.csv,normal
103,3.250695,192.168.1.192,185.188.41.131,HTTP,383,CONNECT rr2---sn-pivhx-n8vd.googlevideo.com:443 HTTP/1.1 ,test_loic.csv,normal
104,3.294499,185.188.41.131,192.168.1.192,TCP,60,64532  >  51205 [ACK] Seq=1 Ack=330 Win=67584 Len=0,test_loic.csv,normal
105,3.307655,185.188.41.131,192.168.1.192,HTTP,93,HTTP/1.0 200 Connection established ,test_loic.csv,normal
106,3.308117,192.168.1.192,185.188.41.131,TLSv1.3,641,Client Hello (SNI=rr2---sn-pivhx-n8vd.googlevideo.com),test_loic.csv,normal
107,3.325804,192.168.1.192,5.255.255.77,TLSv1.2,159,Application Data,test_loic.csv,normal
108,3.325872,192.168.1.192,5.255.255.77,TLSv1.2,613,Application Data,test_loic.csv,normal
109,3.351877,185.188.41.131,192.168.1.192,TCP,60,64532  >  51205 [ACK] Seq=40 Ack=917 Win=68608 Len=0,test_loic.csv,normal
110,3.360164,5.255.255.77,192.168.1.192,TCP,60,443  >  59123 [ACK] Seq=1 Ack=106 Win=2371 Len=0,test_loic.csv,botnet_slowloic
111,3.360164,5.255.255.77,192.168.1.192,TCP,60,443  >  59123 [ACK] Seq=1 Ack=665 Win=2369 Len=0,test_loic.csv,botnet_slowloic
112,3.360496,5.255.255.77,192.168.1.192,TLSv1.2,89,Application Data,test_loic.csv,normal
113,3.365379,185.188.41.131,192.168.1.192,TLSv1.3,1506,"Server Hello, Change Cipher Spec",test_loic.csv,normal
114,3.36549,185.188.41.131,192.168.1.192,TCP,1506,"64532  >  51205 [PSH, ACK] Seq=1492 Ack=917 Win=68608 Len=1452 [TCP PDU reassembled in 116]",test_loic.csv,botnet_slowloic
115,3.36549,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=2944 Ack=917 Win=68608 Len=1452 [TCP PDU reassembled in 116],test_loic.csv,botnet_slowloic
116,3.36549,185.188.41.131,192.168.1.192,TLSv1.3,216,Application Data,test_loic.csv,normal
117,3.365556,192.168.1.192,185.188.41.131,TCP,54,51205  >  64532 [ACK] Seq=917 Ack=4558 Win=262656 Len=0,test_loic.csv,normal
118,3.366638,192.168.1.192,185.188.41.131,TLSv1.3,118,"Change Cipher Spec, Application Data",test_loic.csv,normal
119,3.367023,192.168.1.192,185.188.41.131,TCP,1506,51205  >  64532 [ACK] Seq=981 Ack=4558 Win=262656 Len=1452 [TCP PDU reassembled in 120],test_loic.csv,normal
120,3.367023,192.168.1.192,185.188.41.131,TLSv1.3,560,Application Data,test_loic.csv,normal
121,3.367096,192.168.1.192,185.188.41.131,TCP,1506,51205  >  64532 [ACK] Seq=2939 Ack=4558 Win=262656 Len=1452 [TCP PDU reassembled in 122],test_loic.csv,normal
122,3.367096,192.168.1.192,185.188.41.131,TLSv1.3,863,Application Data,test_loic.csv,normal
123,3.37142,5.255.255.77,192.168.1.192,TLSv1.2,202,Application Data,test_loic.csv,normal
124,3.371626,192.168.1.192,5.255.255.77,TCP,54,59123  >  443 [ACK] Seq=665 Ack=184 Win=1023 Len=0,test_loic.csv,botnet_slowloic
125,3.41433,185.188.41.131,192.168.1.192,TCP,60,64532  >  51205 [ACK] Seq=4558 Ack=981 Win=68608 Len=0,test_loic.csv,botnet_slowloic
126,3.41465,185.188.41.131,192.168.1.192,TCP,60,64532  >  51205 [ACK] Seq=4558 Ack=2433 Win=71680 Len=0,test_loic.csv,normal
127,3.41477,185.188.41.131,192.168.1.192,TCP,60,64532  >  51205 [ACK] Seq=4558 Ack=2939 Win=73728 Len=0,test_loic.csv,normal
128,3.41477,185.188.41.131,192.168.1.192,TCP,66,[TCP Dup ACK 127#1] 64532  >  51205 [ACK] Seq=4558 Ack=2939 Win=76800 Len=0 SLE=4391 SRE=5200,test_loic.csv,normal
129,3.414807,185.188.41.131,192.168.1.192,TCP,60,64532  >  51205 [ACK] Seq=4558 Ack=5200 Win=79872 Len=0,test_loic.csv,normal
130,3.439316,185.188.41.131,192.168.1.192,TLSv1.3,1506,"Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data",test_loic.csv,normal
131,3.439316,185.188.41.131,192.168.1.192,TLSv1.3,1442,"Application Data, Application Data, Application Data, Application Data, Application Data",test_loic.csv,normal
132,3.439374,192.168.1.192,185.188.41.131,TCP,54,51205  >  64532 [ACK] Seq=5200 Ack=7398 Win=262656 Len=0,test_loic.csv,normal
133,3.439395,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=7398 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 147],test_loic.csv,normal
134,3.439395,185.188.41.131,192.168.1.192,TCP,1506,"64532  >  51205 [PSH, ACK] Seq=8850 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 147]",test_loic.csv,normal
135,3.439406,192.168.1.192,185.188.41.131,TCP,54,51205  >  64532 [ACK] Seq=5200 Ack=10302 Win=262656 Len=0,test_loic.csv,normal
136,3.440449,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=10302 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 147],test_loic.csv,normal
137,3.440449,185.188.41.131,192.168.1.192,TCP,1506,"64532  >  51205 [PSH, ACK] Seq=11754 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 147]",test_loic.csv,normal
138,3.440486,192.168.1.192,185.188.41.131,TCP,54,51205  >  64532 [ACK] Seq=5200 Ack=13206 Win=262656 Len=0,test_loic.csv,normal
139,3.440587,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=13206 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 147],test_loic.csv,normal
140,3.440587,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=14658 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 147],test_loic.csv,normal
141,3.44061,192.168.1.192,185.188.41.131,TCP,54,51205  >  64532 [ACK] Seq=5200 Ack=16110 Win=262656 Len=0,test_loic.csv,normal
142,3.44156,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=16110 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 147],test_loic.csv,normal
143,3.44156,185.188.41.131,192.168.1.192,TCP,1506,"64532  >  51205 [PSH, ACK] Seq=17562 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 147]",test_loic.csv,normal
144,3.441582,192.168.1.192,185.188.41.131,TCP,54,51205  >  64532 [ACK] Seq=5200 Ack=19014 Win=262656 Len=0,test_loic.csv,normal
145,3.482909,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=19014 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 147],test_loic.csv,normal
146,3.483072,185.188.41.131,192.168.1.192,TCP,1506,"64532  >  51205 [PSH, ACK] Seq=20466 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 147]",test_loic.csv,normal
147,3.483072,185.188.41.131,192.168.1.192,TLSv1.3,1506,Application Data,test_loic.csv,normal
148,3.483072,185.188.41.131,192.168.1.192,TCP,1506,"64532  >  51205 [PSH, ACK] Seq=23370 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 160]",test_loic.csv,normal
149,3.483072,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=24822 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 160],test_loic.csv,normal
150,3.483072,185.188.41.131,192.168.1.192,TCP,1506,"64532  >  51205 [PSH, ACK] Seq=26274 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 160]",test_loic.csv,normal
151,3.483072,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=27726 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 160],test_loic.csv,normal
152,3.483184,192.168.1.192,185.188.41.131,TCP,54,51205  >  64532 [ACK] Seq=5200 Ack=29178 Win=262656 Len=0,test_loic.csv,normal
153,3.483223,185.188.41.131,192.168.1.192,TCP,1506,"64532  >  51205 [PSH, ACK] Seq=29178 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 160]",test_loic.csv,normal
154,3.483245,192.168.1.192,185.188.41.131,TCP,54,51205  >  64532 [ACK] Seq=5200 Ack=30630 Win=262656 Len=0,test_loic.csv,normal
155,3.484052,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=30630 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 160],test_loic.csv,normal
156,3.484181,185.188.41.131,192.168.1.192,TCP,1506,"64532  >  51205 [PSH, ACK] Seq=32082 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 160]",test_loic.csv,normal
157,3.484181,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=33534 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 160],test_loic.csv,normal
158,3.484181,185.188.41.131,192.168.1.192,TCP,1506,"64532  >  51205 [PSH, ACK] Seq=34986 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 160]",test_loic.csv,normal
159,3.484181,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=36438 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 160],test_loic.csv,normal
160,3.484181,185.188.41.131,192.168.1.192,TLSv1.3,1506,Application Data,test_loic.csv,normal
161,3.48426,192.168.1.192,185.188.41.131,TCP,54,51205  >  64532 [ACK] Seq=5200 Ack=39342 Win=262656 Len=0,test_loic.csv,normal
162,3.484298,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=39342 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 177],test_loic.csv,normal
163,3.484298,185.188.41.131,192.168.1.192,TCP,1506,"64532  >  51205 [PSH, ACK] Seq=40794 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 177]",test_loic.csv,normal
164,3.484332,192.168.1.192,185.188.41.131,TCP,54,51205  >  64532 [ACK] Seq=5200 Ack=42246 Win=262656 Len=0,test_loic.csv,normal
165,3.485115,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=42246 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 177],test_loic.csv,normal
166,3.485115,185.188.41.131,192.168.1.192,TCP,1506,"64532  >  51205 [PSH, ACK] Seq=43698 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 177]",test_loic.csv,normal
167,3.485115,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=45150 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 177],test_loic.csv,normal
168,3.485165,192.168.1.192,185.188.41.131,TCP,54,51205  >  64532 [ACK] Seq=5200 Ack=46602 Win=262656 Len=0,test_loic.csv,normal
169,3.485189,185.188.41.131,192.168.1.192,TCP,1506,"64532  >  51205 [PSH, ACK] Seq=46602 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 177]",test_loic.csv,normal
170,3.48521,192.168.1.192,185.188.41.131,TCP,54,51205  >  64532 [ACK] Seq=5200 Ack=48054 Win=262656 Len=0,test_loic.csv,normal
171,3.526726,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=48054 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 177],test_loic.csv,normal
172,3.526726,185.188.41.131,192.168.1.192,TCP,1506,"64532  >  51205 [PSH, ACK] Seq=49506 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 177]",test_loic.csv,normal
173,3.526852,192.168.1.192,185.188.41.131,TCP,54,51205  >  64532 [ACK] Seq=5200 Ack=50958 Win=262656 Len=0,test_loic.csv,normal
174,3.52691,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=50958 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 177],test_loic.csv,normal
175,3.52691,185.188.41.131,192.168.1.192,TCP,1506,"64532  >  51205 [PSH, ACK] Seq=52410 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 177]",test_loic.csv,normal
176,3.52691,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=53862 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 177],test_loic.csv,normal
177,3.52691,185.188.41.131,192.168.1.192,TLSv1.3,1506,Application Data,test_loic.csv,normal
178,3.52691,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=56766 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 191],test_loic.csv,normal
179,3.52691,185.188.41.131,192.168.1.192,TCP,1506,"64532  >  51205 [PSH, ACK] Seq=58218 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 191]",test_loic.csv,normal
180,3.52691,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=59670 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 191],test_loic.csv,normal
181,3.526996,192.168.1.192,185.188.41.131,TCP,54,51205  >  64532 [ACK] Seq=5200 Ack=61122 Win=262656 Len=0,test_loic.csv,normal
182,3.527026,185.188.41.131,192.168.1.192,TCP,1506,"64532  >  51205 [PSH, ACK] Seq=61122 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 191]",test_loic.csv,normal
183,3.527026,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=62574 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 191],test_loic.csv,normal
184,3.527026,185.188.41.131,192.168.1.192,TCP,1506,"64532  >  51205 [PSH, ACK] Seq=64026 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 191]",test_loic.csv,normal
185,3.527026,185.188.41.131,192.168.1.192,TCP,1506,64532  >  51205 [ACK] Seq=65478 Ack=5200 Win=79872 Len=1452 [TCP PDU reassembled in 191],test_loic.csv,normal
186,3.527084,192.168.1.192,185.188.41.131,TCP,54,51205  >  64532 [ACK] Seq=5200 Ack=66930 Win=262656 Len=0,test_loic.csv,normal
